,ESTU_TIPODOCUMENTO,ESTU_NACIONALIDAD,ESTU_GENERO,ESTU_FECHANACIMIENTO,ESTU_CONSECUTIVO,ESTU_PAIS_RESIDE,ESTU_TIENEETNIA,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_TIENEINTERNET,FAMI_TIENESERVICIOTV,FAMI_TIENECOMPUTADOR,FAMI_NUMLIBROS,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,COLE_CODIGO_ICFES,COLE_NOMBRE_ESTABLECIMIENTO,COLE_GENERO,COLE_NATURALEZA,COLE_CALENDARIO,COLE_BILINGUE,COLE_CARACTER,COLE_NOMBRE_SEDE,COLE_SEDE_PRINCIPAL,COLE_AREA_UBICACION,COLE_JORNADA,COLE_COD_MCPIO_UBICACION,COLE_MCPIO_UBICACION,ESTU_PRIVADO_LIBERTAD,PUNT_LECTURA_CRITICA,PERCENTIL_LECTURA_CRITICA,DESEMP_LECTURA_CRITICA,PUNT_MATEMATICAS,PERCENTIL_MATEMATICAS,DESEMP_MATEMATICAS,PUNT_C_NATURALES,PERCENTIL_C_NATURALES,DESEMP_C_NATURALES,PUNT_SOCIALES_CIUDADANAS,PERCENTIL_SOCIALES_CIUDADANAS,DESEMP_SOCIALES_CIUDADANAS,PUNT_INGLES,PERCENTIL_INGLES,DESEMP_INGLES,PUNT_GLOBAL,PERCENTIL_GLOBAL,ESTU_NSE_ESTABLECIMIENTO,ESTU_INSE_INDIVIDUAL,ESTU_NSE_INDIVIDUAL,ESTU_ESTADOINVESTIGACION,ESTU_GENERACION.E
421426,CC,COLOMBIA,F,23/03/1998,SB11201820249203,COLOMBIA,No,Estrato 1,3 a 4,Si,Si,No,0 A 10 LIBROS,30 minutos o menos,30 minutos o menos,666651,INSTITUCION EDUCATIVA SARA OSPINA GRISALES,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATIVA SARA OSPINA GRISALES - SEDE PRINCIPAL,S,URBANO,UNICA,17653,SALAMINA,N,41,14,2,24,1,1,33,5,1,40,27,1,36,10,A-,173,5,2,38.56513158,NSE1,PUBLICAR,NO
421454,TI,COLOMBIA,F,22/02/2002,SB11201820527824,COLOMBIA,No,Estrato 2,5 a 6,No,Si,Si,0 A 10 LIBROS,30 minutos o menos,Más de 3 horas,6056,INSTITUCIÓN EDUCATIVA CHIPRE,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA CHIPRE,S,URBANO,MAÑANA,17001,MANIZALES,N,61,78,3,71,96,4,63,89,3,58,78,3,54,65,A1,313,88,3,50.99991766,NSE2,PUBLICAR,NO
421473,TI,COLOMBIA,F,03/03/2002,SB11201820053771,COLOMBIA,No,Estrato 1,7 a 8,Si,Si,No,0 A 10 LIBROS,Entre 30 y 60 minutos,Entre 1 y 3 horas,225557,INSTITUCION EDUCATIVA INEM BALDOMERO SANIN CANO,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATIVA INEM BALDOMERO SANIN CANO,S,URBANO,UNICA,17001,MANIZALES,N,50,40,2,48,44,2,48,45,2,43,37,2,42,23,A-,234,40,2,51.15611963,NSE2,PUBLICAR,NO
421476,TI,COLOMBIA,F,11/01/2002,SB11201820167905,COLOMBIA,No,Estrato 3,3 a 4,Si,No,Si,26 A 100 LIBROS,Entre 30 y 60 minutos,Entre 1 y 3 horas,140376,INSTITUCIÓN EDUCATIVA SAN JORGE,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA SAN JORGE,S,URBANO,MAÑANA,17001,MANIZALES,N,61,80,3,70,96,3,71,98,4,60,83,3,63,87,A2,327,93,3,55.53607545,NSE3,PUBLICAR,NO
421560,TI,COLOMBIA,F,08/12/2000,SB11201820063909,COLOMBIA,No,Estrato 2,3 a 4,No,Si,No,0 A 10 LIBROS,30 minutos o menos,30 minutos o menos,71563,INSTITUCION EDUCATIVA FRANCISCO JOSE DE CALDAS,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCION EDUCATIVA FRANCISCO JOSE DE CALDAS - SEDE PRINCIPAL,S,URBANO,MAÑANA,17777,SUPÍA,N,64,87,3,57,72,3,60,83,3,57,75,3,55,68,A1,296,80,2,37.55053013,NSE1,PUBLICAR,NO
421703,TI,COLOMBIA,F,29/11/2001,SB11201820485735,COLOMBIA,No,Estrato 2,3 a 4,Si,Si,Si,26 A 100 LIBROS,30 minutos o menos,30 minutos o menos,6437,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL CARMEN,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL CARMEN - SEDE PRINCIPAL,S,URBANO,TARDE,17380,LA DORADA,N,46,26,2,38,16,2,43,28,2,36,17,1,48,44,A1,207,21,2,44.73807954,NSE2,PUBLICAR,NO
421705,TI,COLOMBIA,F,10/03/2002,SB11201820194392,COLOMBIA,No,Estrato 2,3 a 4,Si,Si,Si,MÁS DE 100 LIBROS,30 minutos o menos,Más de 3 horas,226597,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SAN JOSE,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SAN JOSE - SEDE PRINCIPAL,S,URBANO,COMPLETA,17513,PÁCORA,N,48,34,2,58,72,3,46,39,2,62,86,3,67,92,A2,273,67,2,53.91713569,NSE3,PUBLICAR,NO
421774,TI,COLOMBIA,F,05/12/2001,SB11201820403343,COLOMBIA,No,Estrato 2,3 a 4,Si,Si,Si,26 A 100 LIBROS,Entre 30 y 60 minutos,Más de 3 horas,6130,INSTITUCION EDUCATIVA UNIVERSITARIO DE CALDAS,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA INSTITUTO UNIVERSITARIO DE CALDAS,S,URBANO,MAÑANA,17001,MANIZALES,N,66,91,4,60,79,3,52,60,2,56,74,3,60,81,A2,293,79,3,59.26490932,NSE3,PUBLICAR,NO
421835,TI,COLOMBIA,F,20/01/2002,SB11201820580599,COLOMBIA,Si,Estrato 2,7 a 8,No,Si,No,0 A 10 LIBROS,Entre 30 y 60 minutos,30 minutos o menos,6700,INSTITUCION EDUCATIVA SAN LORENZO,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCION EDUCATIVA SAN LORENZO - SEDE PRINCIPAL,S,RURAL,MAÑANA,17614,RIOSUCIO,N,52,48,3,52,56,3,41,24,2,49,54,2,45,32,A-,241,45,2,44.09219556,NSE2,PUBLICAR,NO
421849,TI,COLOMBIA,F,06/06/2001,SB11201820290132,COLOMBIA,No,Estrato 2,1 a 2,No,No,No,11 A 25 LIBROS,30 minutos o menos,Entre 1 y 3 horas,42341,INSTITUCIÓN EDUCATIVA NACIONAL AUXILIARES DE ENFERMERIA,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCIÓN EDUCATIVA NACIONAL AUXILIARES DE ENFERMERIA,S,URBANO,MAÑANA,17001,MANIZALES,N,51,46,3,63,85,3,55,71,2,52,63,2,55,69,A1,276,69,3,45.81974337,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
421851,TI,COLOMBIA,F,23/06/2001,SB11201820433100,COLOMBIA,No,Estrato 5,9 o más,Si,Si,Si,MÁS DE 100 LIBROS,Entre 1 y 2 horas,Entre 1 y 3 horas,5967,COL. DE NTRA. SRA. DEL ROSARIO,FEMENINO,NO OFICIAL,A,N,ACADÉMICO,COL. DE NTRA. SRA. DEL ROSARIO,S,URBANO,COMPLETA,17001,MANIZALES,N,62,83,3,63,85,3,60,83,3,64,89,3,54,65,A1,308,86,4,66.18043644,NSE4,PUBLICAR,NO
421929,TI,COLOMBIA,F,16/06/2001,SB11201820545248,COLOMBIA,No,Estrato 3,3 a 4,No,Si,No,11 A 25 LIBROS,30 minutos o menos,30 minutos o menos,6361,INSTITUCION EDUCATIVA BARTOLOME MITRE,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCION EDUCATIVA BARTOLOME MITRE - SEDE PRINCIPAL,S,URBANO,MAÑANA,17174,CHINCHINÁ,N,60,74,3,57,70,3,52,59,2,55,71,2,51,56,A1,278,70,2,45.54739014,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
421931,TI,COLOMBIA,F,19/05/2001,SB11201820585721,COLOMBIA,No,Estrato 1,1 a 2,Si,No,No,0 A 10 LIBROS,30 minutos o menos,30 minutos o menos,131847,INSTITUCION EDUCATIVA CAÑAVERAL,MIXTO,OFICIAL,A,-,ACADÉMICO,INSTITUCION EDUCATIVA CAÑAVERAL - SEDE PRINCIPAL,S,RURAL,COMPLETA,17867,VICTORIA,N,50,42,2,38,16,2,30,2,1,48,52,2,43,27,A-,208,22,1,38.17116092,NSE1,PUBLICAR,GENERACION E - GRATUIDAD
421936,TI,COLOMBIA,F,16/01/2002,SB11201820169488,COLOMBIA,No,Estrato 2,1 a 2,Si,Si,Si,0 A 10 LIBROS,30 minutos o menos,Más de 3 horas,140376,INSTITUCIÓN EDUCATIVA SAN JORGE,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA SAN JORGE,S,URBANO,MAÑANA,17001,MANIZALES,N,54,56,3,35,10,1,41,23,2,43,38,2,39,17,A-,215,26,3,61.44749876,NSE3,PUBLICAR,NO
422206,TI,COLOMBIA,F,10/05/2002,SB11201820280633,COLOMBIA,No,Estrato 3,3 a 4,Si,Si,Si,0 A 10 LIBROS,30 minutos o menos,30 minutos o menos,42341,INSTITUCIÓN EDUCATIVA NACIONAL AUXILIARES DE ENFERMERIA,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCIÓN EDUCATIVA NACIONAL AUXILIARES DE ENFERMERIA,S,URBANO,MAÑANA,17001,MANIZALES,N,68,93,4,64,87,3,66,93,3,56,74,3,68,92,B1,319,90,3,57.37033521,NSE3,PUBLICAR,NO
422243,TI,COLOMBIA,F,29/12/2000,SB11201820553691,COLOMBIA,No,Estrato 1,5 a 6,Si,No,No,11 A 25 LIBROS,No leo por entretenimiento,30 minutos o menos,158196,INSTITUCION EDUCATIVA LA SAGRADA FAMILIA,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCION EDUCATIVA LA SAGRADA FAMILIA - SEDE PRINCIPAL,S,URBANO,SABATINA,17524,PALESTINA,N,42,16,2,41,23,2,38,14,1,34,11,1,39,17,A-,194,13,2,37.37686157,NSE1,PUBLICAR,GENERACION E - GRATUIDAD
422300,TI,COLOMBIA,F,07/11/2001,SB11201820369128,COLOMBIA,No,Estrato 2,3 a 4,No,Si,No,0 A 10 LIBROS,Entre 1 y 2 horas,30 minutos o menos,6601,INSTITUTO MONSEÑOR ALFONSO DE LOS RIOS,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUTO MONSEÑOR ALFONSO DE LOS RIOS - SEDE PRINCIPAL,S,RURAL,MAÑANA,17524,PALESTINA,N,52,50,3,38,16,2,43,31,2,38,24,1,39,15,A-,212,25,2,41.08642113,NSE1,PUBLICAR,NO
422402,TI,COLOMBIA,F,26/03/2001,SB11201820454239,COLOMBIA,No,Estrato 1,7 a 8,No,Si,Si,-,Entre 30 y 60 minutos,30 minutos o menos,28738,INSTITUCION EDUCATIVA SAN GERARDO MARIA MAYELA,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA SAN GERARDO MARIA MAYELA - SEDE PRINCIPAL,S,URBANO,MAÑANA,17495,NORCASIA,N,39,10,2,34,10,1,46,41,2,32,8,1,45,34,A-,192,12,2,49.17754311,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
422517,TI,COLOMBIA,F,21/07/2000,SB11201820195168,COLOMBIA,No,Estrato 1,5 a 6,No,Si,No,0 A 10 LIBROS,30 minutos o menos,30 minutos o menos,36293,INSTITUCION EDUCATIVA NARANJAL,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCION EDUCATIVA NARANJAL - SEDE PRINCIPAL,S,RURAL,MAÑANA,17174,CHINCHINÁ,N,55,59,3,46,39,2,50,55,2,48,53,2,40,19,A-,245,48,2,37.92654972,NSE1,PUBLICAR,GENERACION E - GRATUIDAD
422580,TI,COLOMBIA,F,17/09/2001,SB11201820118371,COLOMBIA,No,-,5 a 6,-,-,Si,-,-,-,225185,INSTITUCIÓN EDUCATIVA NORMAL SUP DE MANIZALES,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCIÓN EDUCATIVA NORMAL SUP DE MANIZALES,S,URBANO,UNICA,17001,MANIZALES,N,50,40,2,45,36,2,50,55,2,50,57,2,53,63,A1,245,48,3,53.15134911,NSE3,PUBLICAR,NO
422600,TI,COLOMBIA,F,02/08/2001,SB11201820471938,COLOMBIA,No,Estrato 1,5 a 6,No,Si,No,26 A 100 LIBROS,Entre 30 y 60 minutos,Entre 1 y 3 horas,60517,INSTITUCIÓN EDUCATIVA RURAL GIOVANNI MONTINI,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA RURAL GIOVANNI MONTINI,S,RURAL,MAÑANA,17001,MANIZALES,N,63,84,3,58,73,3,52,61,2,50,58,2,53,62,A1,278,70,2,44.38790747,NSE2,PUBLICAR,NO
422704,TI,COLOMBIA,F,11/01/2002,SB11201820342449,COLOMBIA,No,Estrato 2,3 a 4,Si,Si,Si,26 A 100 LIBROS,30 minutos o menos,30 minutos o menos,54676,INSTITUCIÓN EDUCATIVA RURAL SAN PEREGRINO,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA RURAL SAN PEREGRINO,S,RURAL,MAÑANA,17001,MANIZALES,N,52,48,3,52,55,3,53,64,2,51,61,2,42,23,A-,256,56,2,56.51536987,NSE3,PUBLICAR,GENERACION E - GRATUIDAD
422711,TI,COLOMBIA,F,25/09/2000,SB11201820287609,COLOMBIA,No,Estrato 3,3 a 4,Si,Si,Si,0 A 10 LIBROS,No leo por entretenimiento,30 minutos o menos,42341,INSTITUCIÓN EDUCATIVA NACIONAL AUXILIARES DE ENFERMERIA,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCIÓN EDUCATIVA NACIONAL AUXILIARES DE ENFERMERIA,S,URBANO,MAÑANA,17001,MANIZALES,N,56,62,3,46,39,2,52,62,2,53,66,2,48,45,A1,257,57,3,48.13492793,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
422713,TI,COLOMBIA,F,24/08/2001,SB11201820363374,COLOMBIA,No,Estrato 1,3 a 4,No,Si,Si,11 A 25 LIBROS,30 minutos o menos,Más de 3 horas,6676,INSTITUCION EDUCATIVA PABLO VI,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCION EDUCATIVA PABLO VI - SEDE PRINCIPAL,S,RURAL,COMPLETA,17541,PENSILVANIA,N,58,68,3,55,66,3,60,82,3,59,80,3,49,49,A1,287,75,2,45.69123059,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
422928,TI,COLOMBIA,F,12/10/2001,SB11201820340642,COLOMBIA,No,Estrato 1,7 a 8,No,No,No,0 A 10 LIBROS,30 minutos o menos,Entre 1 y 3 horas,73940,INSTITUCION EDUCATIVA BUENAVISTA,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCION EDUCATIVA BUENAVISTA - SEDE PRINCIPAL,S,RURAL,MAÑANA,17380,LA DORADA,N,40,12,2,44,31,2,44,33,2,45,42,2,38,12,A-,214,26,2,39.09160236,NSE1,PUBLICAR,GENERACION E - GRATUIDAD
422971,TI,COLOMBIA,F,09/04/2000,SB11201820561350,COLOMBIA,No,Estrato 1,1 a 2,No,No,No,0 A 10 LIBROS,30 minutos o menos,No Navega Internet,177667,COLEGIO BOSTON,MIXTO,NO OFICIAL,A,N,ACADÉMICO,COLEGIO BOSTON - SEDE PRINCIPAL,S,URBANO,SABATINA,17001,MANIZALES,N,35,4,1,45,34,2,43,30,2,26,1,1,44,31,A-,189,11,3,37.13541449,NSE1,PUBLICAR,GENERACION E - GRATUIDAD
422972,TI,COLOMBIA,F,17/06/2001,SB11201820089754,COLOMBIA,No,Estrato 2,5 a 6,No,No,Si,0 A 10 LIBROS,Entre 30 y 60 minutos,30 minutos o menos,174656,INSTITUCION EDUCATIVA PATIO BONITO,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCION EDUCATIVA PATIO BONITO - SEDE PRINCIPAL,S,RURAL,COMPLETA,17444,MARQUETALIA,N,52,47,3,44,32,2,45,36,2,43,39,2,39,15,A-,227,35,1,46.43011331,NSE2,PUBLICAR,NO
422976,CC,COLOMBIA,F,07/01/1999,SB11201820431754,COLOMBIA,No,Estrato 1,1 a 2,No,Si,Si,0 A 10 LIBROS,No leo por entretenimiento,No Navega Internet,113969,INSTITUCION EDUCATIVA RURAL LA VIOLETA,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCION EDUCATIVA RURAL LA VIOLETA,S,RURAL,MAÑANA,17001,MANIZALES,N,43,20,2,39,17,2,29,1,1,34,11,1,31,3,A-,179,7,2,44.02886108,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
422984,CC,COLOMBIA,F,19/06/1998,SB11201820554763,COLOMBIA,No,Estrato 2,3 a 4,No,Si,No,0 A 10 LIBROS,No leo por entretenimiento,Entre 30 y 60 minutos,81521,INSTITUCION EDUCATIVA FRANCISCO JULIAN OLAYA,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCION EDUCATIVA FRANCISCO JULIAN OLAYA - SEDE PRINCIPAL,S,RURAL,COMPLETA,17541,PENSILVANIA,N,54,56,3,51,52,3,60,82,3,52,64,2,48,46,A1,269,65,1,35.58902962,NSE1,PUBLICAR,NO
423003,TI,COLOMBIA,F,22/08/2000,SB11201820371326,COLOMBIA,No,Estrato 3,1 a 2,Si,Si,Si,11 A 25 LIBROS,30 minutos o menos,Entre 1 y 3 horas,177667,COLEGIO BOSTON,MIXTO,NO OFICIAL,A,N,ACADÉMICO,COLEGIO BOSTON - SEDE PRINCIPAL,S,URBANO,SABATINA,17001,MANIZALES,N,67,92,4,61,80,3,61,86,3,63,88,3,54,65,A1,312,87,3,54.11903846,NSE3,PUBLICAR,NO
423035,TI,COLOMBIA,F,29/04/2001,SB11201820235454,COLOMBIA,No,Estrato 1,3 a 4,Si,Si,No,0 A 10 LIBROS,30 minutos o menos,Más de 3 horas,5983,INSTITUCIÓN EDUCATIVA LEONARDO DA VINCI,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA LEONARDO DA VINCI,S,URBANO,MAÑANA,17001,MANIZALES,N,59,72,3,64,88,3,66,94,3,69,96,3,64,88,A2,322,91,3,43.05691367,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
423132,CC,COLOMBIA,F,16/02/1990,SB11201820389355,COLOMBIA,No,Estrato 1,3 a 4,Si,Si,Si,0 A 10 LIBROS,No leo por entretenimiento,30 minutos o menos,662361,INSTITUCIÓN EDUCATIVA ANDRES  BELLO,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA ANDRES  BELLO,S,URBANO,SABATINA,17001,MANIZALES,N,43,19,2,32,7,1,36,11,1,33,10,1,30,2,A-,178,6,2,46.54278835,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
423169,TI,COLOMBIA,F,18/11/2002,SB11201820453678,COLOMBIA,No,Estrato 2,3 a 4,Si,Si,Si,MÁS DE 100 LIBROS,Entre 1 y 2 horas,Entre 30 y 60 minutos,709816,INSTITUCION EDUCATIVA DORADA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATIVA DORADA - SEDE PRINCIPAL,S,URBANO,UNICA,17380,LA DORADA,N,64,87,3,60,80,3,57,75,3,53,67,2,58,77,A2,292,78,2,51.600999,NSE3,PUBLICAR,NO
423212,TI,COLOMBIA,F,12/06/2001,SB11201820260650,COLOMBIA,No,Estrato 1,3 a 4,Si,No,Si,-,No leo por entretenimiento,Entre 30 y 60 minutos,676726,INSTITUCION EDUCATIVA FELIX NARANJO,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCION EDUCATIVA FELIX NARANJO - SEDE PRINCIPAL,S,RURAL,UNICA,17662,SAMANÁ,N,66,91,4,58,74,3,58,79,3,61,85,3,42,23,A-,297,81,2,49.81664339,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
423227,TI,COLOMBIA,F,02/06/2001,SB11201820051815,COLOMBIA,No,Estrato 2,5 a 6,Si,Si,Si,26 A 100 LIBROS,30 minutos o menos,Entre 1 y 3 horas,86405,INSTITUCION EDUCATIVA SANTAGUEDA,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCION EDUCATIVA SANTAGUEDA - SEDE PRINCIPAL,S,RURAL,MAÑANA,17524,PALESTINA,N,49,38,2,60,79,3,55,70,2,48,51,2,54,65,A1,265,62,2,55.26510789,NSE3,PUBLICAR,GENERACION E - GRATUIDAD
423242,TI,COLOMBIA,F,27/09/2001,SB11201820453809,COLOMBIA,No,Estrato 2,3 a 4,No,No,No,11 A 25 LIBROS,Entre 30 y 60 minutos,30 minutos o menos,709816,INSTITUCION EDUCATIVA DORADA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATIVA DORADA - SEDE PRINCIPAL,S,URBANO,UNICA,17380,LA DORADA,N,52,47,3,52,57,3,50,54,2,58,79,3,61,83,A2,268,64,2,41.11898167,NSE2,PUBLICAR,NO
423284,CC,COLOMBIA,M,22/02/1996,SB11201820142233,COLOMBIA,No,Estrato 2,3 a 4,No,Si,Si,0 A 10 LIBROS,No leo por entretenimiento,Entre 1 y 3 horas,6353,INSTITUCION EDUCATIVA SAN FRANCISCO DE PAULA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCIÓN EDUCATIVA SAN FRANCISCO DE PAULA - SEDE PRINCIPAL,S,URBANO,NOCHE,17174,CHINCHINÁ,N,49,37,2,41,24,2,41,22,2,47,49,2,44,29,A-,222,32,2,43.72427684,NSE2,PUBLICAR,NO
423346,TI,COLOMBIA,F,24/10/2001,SB11201820249863,COLOMBIA,No,Estrato 3,5 a 6,No,Si,Si,26 A 100 LIBROS,Entre 1 y 2 horas,Entre 30 y 60 minutos,5892,INSTITUCIÓN EDUCATIVA DIVINA PROVIDENCIA,MIXTO,OFICIAL,A,N,ACADÉMICO,COLEGIO DE LA DIVINA PROVIDENCIA,S,URBANO,MAÑANA,17001,MANIZALES,N,62,81,3,67,92,3,53,64,2,54,69,2,64,88,A2,297,81,3,54.08733637,NSE3,PUBLICAR,NO
423387,CC,COLOMBIA,F,20/08/1984,SB11201820196247,COLOMBIA,No,Estrato 4,5 a 6,Si,Si,Si,26 A 100 LIBROS,Entre 30 y 60 minutos,Entre 30 y 60 minutos,662312,INSTITUCIÓN EDUCATIVA LICEO MIXTO SINAI,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA LICEO MIXTO SINAI,S,URBANO,SABATINA,17001,MANIZALES,N,34,3,1,30,5,1,37,13,1,35,14,1,35,6,A-,170,4,2,52.03167058,NSE3,PUBLICAR,NO
423423,CC,COLOMBIA,F,30/10/1992,SB11201820576734,COLOMBIA,No,Estrato 1,5 a 6,No,Si,No,0 A 10 LIBROS,30 minutos o menos,Entre 1 y 3 horas,89649,INSTITUCION EDUCATIVA FRANCISCO JOSE DE CALDAS,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCION EDUCATIVA FRANCISCO JOSE DE CALDAS - SEDE PRINCIPAL,S,URBANO,NOCHE,17777,SUPÍA,N,59,72,3,54,61,3,52,60,2,47,48,2,47,42,A-,263,61,2,41.94669794,NSE2,PUBLICAR,NO
423445,CC,COLOMBIA,F,10/01/2000,SB11201820062844,COLOMBIA,No,Estrato 2,3 a 4,No,Si,No,0 A 10 LIBROS,Entre 30 y 60 minutos,30 minutos o menos,86413,INSTITUCION EDUCATIVA SANTA TERESITA,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCION EDUCATIVA SANTA TERESITA - SEDE PRINCIPAL,S,RURAL,COMPLETA,17662,SAMANÁ,N,46,27,2,43,28,2,44,31,2,45,43,2,43,27,A-,222,32,1,37.94297635,NSE1,PUBLICAR,GENERACION E - GRATUIDAD
423453,TI,COLOMBIA,F,15/05/2001,SB11201820269064,COLOMBIA,No,Estrato 3,3 a 4,Si,Si,Si,26 A 100 LIBROS,Entre 30 y 60 minutos,Entre 30 y 60 minutos,43083,INSTITUCIÓN EDUCATIVA NTRA SEÑORA DE FATIMA,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCIÓN EDUCATIVA NTRA SEÑORA DE FATIMA,S,URBANO,MAÑANA,17001,MANIZALES,N,51,43,3,56,69,3,56,72,3,51,59,2,66,90,A2,272,67,3,62.79043482,NSE3,PUBLICAR,NO
423464,TI,COLOMBIA,F,22/02/2002,SB11201820071920,COLOMBIA,No,Estrato 2,5 a 6,No,No,No,11 A 25 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,60491,INSTITUCION EDUCATIVA LAS COLES,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCION EDUCATIVA LAS COLES - SEDE PRINCIPAL,S,RURAL,COMPLETA,17513,PÁCORA,N,50,42,2,51,52,3,44,33,2,53,67,2,28,1,A-,239,44,2,39.39379855,NSE1,PUBLICAR,GENERACION E - GRATUIDAD
423471,TI,COLOMBIA,F,12/08/2000,SB11201820003010,COLOMBIA,No,Estrato 4,7 a 8,Si,Si,Si,26 A 100 LIBROS,Entre 30 y 60 minutos,Más de 3 horas,6189,NORMAL SUP. DE CALDAS,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,NORMAL SUPERIOR DE CALDAS,S,URBANO,MAÑANA,17001,MANIZALES,N,65,89,3,56,69,3,53,63,2,60,82,3,63,86,A2,294,79,3,77.96691012,NSE4,PUBLICAR,NO
423507,CC,COLOMBIA,F,27/06/2000,SB11201820081901,COLOMBIA,No,Estrato 2,3 a 4,Si,Si,Si,11 A 25 LIBROS,Entre 30 y 60 minutos,Más de 3 horas,6684,INSTITUCION EDUCATIVA ESC. NORMAL SUPERIOR DE LA PRESENTACION,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATIVA ESC. NORMAL SUPERIOR DE LA PRESENTACION - SEDE PRINCIPAL,S,URBANO,COMPLETA,17541,PENSILVANIA,N,70,96,4,59,76,3,54,68,2,66,93,3,59,78,A2,310,87,2,47.75668025,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
423525,CC,COLOMBIA,F,09/05/1998,SB11201820279425,COLOMBIA,No,Estrato 1,3 a 4,Si,Si,No,0 A 10 LIBROS,Entre 30 y 60 minutos,Entre 1 y 3 horas,718189,INSTITUCION EDUCATIVA RANCHO LARGO,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCION EDUCATIVA RANCHO LARGO - SEDE PRINCIPAL,S,RURAL,SABATINA,17662,SAMANÁ,N,43,18,2,40,20,2,35,8,1,45,44,2,35,8,A-,202,18,1,43.99182563,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
